1, Heinrich Heine,1.000000,1
2, Horace Ankrah,1.000000,1
3, Russia Academy,1.000000,1
4, Russia academy,1.000000,1
6, SKA South,1.000000,1
8, or where evidence is likely to be,1.000000,1
9, the more you,1.000000,1
10, their term,1.000000,1
11, to how we get,1.000000,1
12, to the way we heal,1.000000,1
13, where the,1.000000,1
14, 洪波,1.000000,1
15, 拉拉·吉丁斯,1.000000,1
16, 莉娜,1.000000,1
17, 利拉·马尼·鲍德尔,1.000000,1
18, 瑞·维纳格雷,1.000000,1
19, 图哈米·穆希布,1.000000,1
20, 尤利亚,1.000000,1
21, 中田博幸,1.000000,1
23,?ala?evi?iūt?）,1.000000,1
24,?ener Aktürk,1.000000,1
26,?ke Strid,1.000000,1
27,?rjan,1.000000,1
28,?saMelhus,1.000000,1
29,A Summary,1.000000,1
30,A Suzhou Model,1.000000,1
31,A further Ministerial,1.000000,1
32,A growing number,1.000000,1
33,A major goal is the,1.000000,1
34,A number,1.000000,1
36,A solar-thermal,1.000000,1
37,A whole new,1.000000,1
38,A.J.F,1.000000,1
41,A.Madramootoo,1.000000,1
42,A.McWha,1.000000,1
44,AWA,1.000000,1
46,Aalt,1.000000,1
47,Aalt A,1.000000,1
48,Aamer Ali Shah,1.000000,1
49,Aamir Shehzad,1.000000,1
51,Aarhus School,1.000000,1
52,Abakar Alildris,1.000000,1
53,Abbaker Ali Idris,1.000000,1
54,Abdelilah Soussi Gounni,1.000000,1
55,Abdelmadjid,1.000000,1
56,Abdolhadi Ghazvinian,1.000000,1
57,Abdul Hakim Shah,1.000000,1
58,Abdul Samad,1.000000,1
59,Abdulaziz,1.000000,1
60,Abdulaziz Khayyal,1.000000,1
61,Abdussalam Azem,1.000000,1
62,Abe,1.000000,1
63,Abel,1.000000,1
65,Aberystwyth,1.000000,1
66,Aberyswyth,1.000000,1
67,Abhishek Narayan,1.000000,1
68,Abid Hussain,1.000000,1
69,Abide by,1.000000,1
70,Abigail Rose Clarke,1.000000,1
71,Abo Akademi,1.000000,1
74,Abraham J,1.000000,1
77,Abstract deadline,1.000000,1
78,Abstracts deadline,1.000000,1
82,Across Borders,1.000000,1
83,Adam Kolker,1.000000,1
84,Addis Ababa,1.000000,1
86,Adel Djavidovich Akchurin,1.000000,1
87,Adele,1.000000,1
89,Adelson,1.000000,1
90,Aderinokun,1.000000,1
91,Adi Avni,1.000000,1
92,Adiel Khan Kallan,1.000000,1
93,Adote Blim Blivi ,1.000000,1
94,Adrew Cheetham,1.000000,1
96,Adrian Krainer,1.000000,1
97,Adverse human health,1.000000,1
98,Advisory Board,1.000000,1
99,Advisory Role,1.000000,1
100,Aerogels,1.000000,1
101,Afrouz Behboudi,1.000000,1
102,After that I had a chance to go,1.000000,1
103,After that you will be registered,1.000000,1
105,Against the,1.000000,1
106,Agbaje,1.000000,1
111,Agricultural soils are the most,1.000000,1
113,Ahmad Ali,1.000000,1
114,Ahmadou Lamine Ndiaye,1.000000,1
115,Ahmadu,1.000000,1
116,Ahsan Kareem,1.000000,1
117,Aihua Fan,1.000000,1
118,Ailamazyan,1.000000,1
119,Aileen Murray,1.000000,1
120,Air Systems,1.000000,1
121,Airway Research Labrotary,1.000000,1
122,Aisha,1.000000,1
123,Aivar Sargaskayev,1.000000,1
125,Ajay Agarwal,1.000000,1
130,Akinori,1.000000,1
131,Akira,1.000000,1
132,Akira Mori,1.000000,1
133,Akiyama,1.000000,1
134,Akmal Mohammad,1.000000,1
135,Al Savvaris,1.000000,1
136,Alaian Le Méhauté,1.000000,1
140,Alain Klein,1.000000,1
141,Alain Marinos,1.000000,1
143,Alain Mignot,1.000000,1
144,Alan,1.000000,1
145,Alan Bray,1.000000,1
147,Alan H Schulman,1.000000,1
149,Alan Kelly,1.000000,1
150,Alan Lamborn,1.000000,1
151,Alan Percy,1.000000,1
152,Alan Rebar,1.000000,1
153,Alan Rothman,1.000000,1
156,Alan Towers,1.000000,1
159,Albert Jeltsch,1.000000,1
161,Alberto García,1.000000,1
163,Alberto Suosa,1.000000,1
165,Albig,1.000000,1
166,Albrecht,1.000000,1
167,Alec Russell,1.000000,1
168,Alejandro Ruiz,1.000000,1
169,Alex Meecham,1.000000,1
174,Alexis Brouhns,1.000000,1
175,Alhaji Muhammad Mumui,1.000000,1
176,Aliamazyan,1.000000,1
177,Alice,1.000000,1
178,Alice Ekman,1.000000,1
180,Alice Njeri Muchugi,1.000000,1
181,Alice Pell,1.000000,1
182,Alice Rambert,1.000000,1
183,Alice Sleightholme,1.000000,1
185,Alka Acharya,1.000000,1
186,All Academics who,1.000000,1
187,Although agriculture remained the most,1.000000,1
188,Although not,1.000000,1
189,Although renewable energy is,1.000000,1
190,Although the,1.000000,1
191,Altman,1.000000,1
192,Altogether,1.000000,1
193,Aly NgouilleNdiaye,1.000000,1
194,Aman Shah,1.000000,1
195,Amar Sharma,1.000000,1
196,Amielle Major）,1.000000,1
197,Amin ulHaq Khan,1.000000,1
198,Amine KHENE,1.000000,1
199,Amir Haider Malik,1.000000,1
201,Amir Sagi,1.000000,1
202,Amir Sherman,1.000000,1
203,Amirkhanian,1.000000,1
204,Amore,1.000000,1
205,Amuba Singh,1.000000,1
206,Amy Guihot,1.000000,1
207,Amy Johnson,1.000000,1
209,Anca Dorhoi,1.000000,1
210,Anders Hellman,1.000000,1
211,Anders Rydberg,1.000000,1
212,Anders S?nnerborg,1.000000,1
